system:index,POINT_ID,VH_20250101,VH_20250111,VH_20250121,VH_20250131,VH_20250210,VH_20250220,VH_20250302,VH_20250312,VH_20250322,VH_20250401,VH_20250411,VH_20250421,VH_20250501,VH_20250511,VH_20250521,VH_20250531,VH_20250610,VH_20250620,VH_20250630,VH_20250710,VH_20250720,VV_20250101,VV_20250111,VV_20250121,VV_20250131,VV_20250210,VV_20250220,VV_20250302,VV_20250312,VV_20250322,VV_20250401,VV_20250411,VV_20250421,VV_20250501,VV_20250511,VV_20250521,VV_20250531,VV_20250610,VV_20250620,VV_20250630,VV_20250710,VV_20250720,crop,.geo
10,11,,,,,,,,,-21.227007574142387,-22.11907474668532,-20.437086602158555,-23.335587686505,-30.33186655231997,-26.279345623529075,-34.17431808829142,-22.414917789661438,,-18.8072745936812,-22.018948469224476,-28.68351931569121,-22.441290011925673,,,,,,,,,-14.225838259238206,-13.528586130708323,-12.180304477487928,-12.541068684091545,-15.8963799918718,-15.29320411064901,-15.317796680646593,-11.448122418350424,,-11.643000003102046,-15.563000453140896,-16.619195756728576,-13.999020288311025,пшеница,"{""type"":""Polygon"",""coordinates"":[[[71.949166,50.88158897731903],[71.94908632325122,50.88158181419462],[71.94901298884035,50.88156089501238],[71.94895183423374,50.881527884956164],[71.94890772734915,50.881485411648754],[71.94888417906604,50.8814368559861],[71.94888306376843,50.88138608301159],[71.94890447016252,50.88133713425461],[71.94894669423788,50.881293906024645],[71.94900637492597,50.881259839268644],[71.9490787616512,50.88123764567793],[71.94915809247438,50.88122909184457],[71.94923805272951,50.88123485864621],[71.94931227764998,50.88125448705052],[71.94937485898225,50.881286414652635],[71.9494208152673,50.88132810003747],[71.94944648835991,50.881376225069566],[71.94944983462494,50.88142695901002],[71.9494305876284,50.88147626343903],[71.94939027936783,50.881520213713586],[71.94933211834515,50.88155531137224],[71.94926073418092,50.88157876261883],[71.94918180909566,50.88158870071565],[71.949166,50.88158897731903]]]}"
11,12,,,,,,,,,-19.002680711562267,-21.678206595304967,-23.097261685978037,-18.457369769679126,-29.72536696485033,-27.551609026032192,-22.65471273540953,-20.79088090337942,,-21.444080286410955,-22.884482054711334,-19.762345244429838,-18.43007751923002,,,,,,,,,-12.417884458578659,-14.333878811085096,-12.902865355046565,-15.869025698047578,-14.855957940170462,-18.228576085562256,-14.162194231723218,-12.522452418338139,,-13.778299425913628,-14.244357716091397,-18.85077402278333,-15.438130168986852,пшеница,"{""type"":""Polygon"",""coordinates"":[[[71.933703,50.876297977319034],[71.93362333229766,50.876290814194626],[71.9335500062131,50.8762698950124],[71.93348885854991,50.8762368849562],[71.93344475667311,50.876194411648804],[71.93342121106359,50.87614585598616],[71.93342009589256,50.87609508301164],[71.93344149985613,50.876046134254665],[71.9334837191374,50.87600290602469],[71.93354339304946,50.875968839268666],[71.93361577155602,50.87594664567793],[71.93369509337217,50.87593809184457],[71.9337750445488,50.87594385864621],[71.93384926104191,50.87596348705054],[71.93391183526882,50.875995414652664],[71.93395778633602,50.876037100037514],[71.93398345651372,50.87608522506963],[71.93398680239875,50.876135959010085],[71.93396755758744,50.876185263439076],[71.93392725390339,50.87622921371362],[71.93386909948421,50.87626431137227],[71.93379772342487,50.87628776261884],[71.9337188073007,50.87629770071565],[71.933703,50.876297977319034]]]}"
12,13,,,,,,,,,-18.115526778995395,-25.736110493404162,-22.53200213241121,-21.261574645591665,-28.903380433512478,-26.3068775083497,-21.478119510348073,-18.994235913750657,,-20.717714041340816,-21.65115099306741,-24.23208817527226,-22.07874717423525,,,,,,,,,-11.045205850627804,-14.41918890939,-13.269097748198039,-14.569113613932954,-15.943697896883656,-20.03755886956675,-11.907112100486405,-9.65374440185194,,-11.892713839430975,-15.444818890109007,-18.52469911191415,-17.74079887322478,пшеница,"{""type"":""Polygon"",""coordinates"":[[[71.926466,50.89080297731904],[71.92638630749082,50.89079581419461],[71.9263129585741,50.89077489501235],[71.92625179187088,50.89074188495611],[71.92620767626184,50.89069941164866],[71.92618412332088,50.890650855985996],[71.92618300780276,50.890600083011485],[71.92620441843118,50.890551134254515],[71.92624665085866,50.89050790602458],[71.9263063433518,50.89047383926861],[71.92637874439527,50.89045164567791],[71.92645809091026,50.890443091844574],[71.92653806698169,50.8904488586462],[71.92661230658402,50.8904684870505],[71.9266749002951,50.89050041465257],[71.92672086567046,50.89054210003739],[71.92674654384138,50.890590225069474],[71.9267498907684,50.89064095900991],[71.92673063996483,50.89069026343894],[71.92669032373121,50.890734213713515],[71.92663215120407,50.89076931137221],[71.92656075291977,50.89079276261883],[71.92648181222279,50.89080270071565],[71.926466,50.89080297731904]]]}"
13,14,,,,,,,,,-19.552593005586466,-24.6665436738407,-21.23571663222691,-22.565402128235217,-25.435714937584393,-24.38139270684228,-26.63233500979669,-23.585266788792623,,-21.91492958853263,-20.94178215761007,-26.846747508232742,-23.898950274820265,,,,,,,,,-10.274381547898537,-17.178774553231552,-14.37329258769304,-16.461171542605758,-19.226392585280692,-12.758857057060778,-14.028587004314474,-14.107386918238332,,-14.030199308503905,-15.395716669650387,-14.895152850502333,-15.320753935830849,пшеница,"{""type"":""Polygon"",""coordinates"":[[[71.940195,50.89145297731904],[71.94011530637867,50.89144581419461],[71.94004195643835,50.89142489501235],[71.93998078888156,50.8913918849561],[71.93993667265687,50.891349411648655],[71.93991311938724,50.89130085598598],[71.93991200385356,50.89125008301147],[71.93993341478077,50.89120113425451],[71.93997564779761,50.891157906024574],[71.94003534112376,50.8911238392686],[71.9401077431776,50.89110164567791],[71.94018709079988,50.891093091844574],[71.94026706798739,50.891098858646195],[71.94034130862573,50.89111848705049],[71.9404039032103,50.89115041465256],[71.94044986922714,50.89119210003737],[71.94047554775639,50.89124022506945],[71.94047889473015,50.89129095900989],[71.94045964365792,50.891340263438934],[71.94041932686169,50.89138421371351],[71.94036115352274,50.891419311372196],[71.94028975424207,50.89144276261882],[71.94021081244344,50.891452700715654],[71.940195,50.89145297731904]]]}"
14,15,,,,,,,,,-20.224909294108716,-23.021214952626146,-22.782804174212895,-22.37029190108953,-25.931140807568852,-28.383585196377016,-22.359531554554273,-19.33520327991931,,-19.198177506287486,-21.614949633202116,-20.667273603470033,-21.18661777679001,,,,,,,,,-10.394100904512094,-13.530137239998483,-12.204372250818246,-15.082561580461654,-17.70246483359213,-19.264178628692235,-12.348591423451534,-10.690756933650746,,-13.215865299475736,-15.704027397599914,-18.54176447914013,-14.707435265133123,пшеница,"{""type"":""Polygon"",""coordinates"":[[[71.935025,50.895973977319045],[71.93494529864225,50.89596681419461],[71.93487194158132,50.89594589501233],[71.93481076808659,50.89591288495606],[71.93476664757927,50.89587041164861],[71.93474309202321,50.89582185598593],[71.93474197638129,50.89577108301141],[71.93476338938704,50.89572213425446],[71.93480562650373,50.89567890602455],[71.93486532562471,50.8956448392686],[71.93493773470706,50.89562264567791],[71.93501709003208,50.89561409184456],[71.93509707498345,50.8956198586462],[71.9351713228288,50.89563948705049],[71.9352339234898,50.89567141465255],[71.93527989396888,50.895713100037334],[71.93530557499096,50.89576122506941],[71.93530892228968,50.895811959009855],[71.93528966934868,50.89586126343888],[71.93524934863865,50.895905213713476],[71.93519116965244,50.895940311372186],[71.93511976344054,50.89596376261882],[71.93504081397846,50.89597370071565],[71.935025,50.895973977319045]]]}"
15,16,,,,,,,,,-16.871961051943945,-24.959751231390637,-20.214451199323854,-21.67456313506795,-33.11260459109244,-28.96665405370376,-24.47503276928706,-22.545558835155138,,-20.79641897592701,-23.553829379798355,-20.862068886649922,-20.422420825091105,,,,,,,,,-11.07804885146304,-13.616712132640034,-10.238397401170122,-13.836369134472406,-14.71891770562601,-18.667971637719013,-14.007582387305073,-12.183089978973708,,-15.287251629052191,-16.13492176289925,-17.22625461542017,-16.258961519836223,пшеница,"{""type"":""Polygon"",""coordinates"":[[[71.94081999999999,50.89979097731904],[71.94074029210897,50.89978381419461],[71.94066692903482,50.89976289501232],[71.94060575052558,50.89972988495605],[71.94056162640166,50.89968741164858],[71.94053806891475,50.89963885598589],[71.94053695318142,50.89958808301137],[71.94055836794246,50.899539134254425],[71.94060060852142,50.89949590602453],[71.94066031253601,50.89946183926858],[71.94073272755382,50.899439645677916],[71.9408120893837,50.899431091844576],[71.94089208089152,50.89943685864621],[71.94096633482303,50.89945648705047],[71.94102894061552,50.899488414652524],[71.94107491486288,50.8995301000373],[71.9411005979901,50.89957822506936],[71.94110394556324,50.8996289590098],[71.94108469104408,50.89967826343885],[71.94104436702894,50.899722213713446],[71.9409861832737,50.89975731137217],[71.94091477120848,50.89978076261882],[71.94083581527477,50.899790700715656],[71.94081999999999,50.89979097731904]]]}"
16,17,,,,,,,,,-20.50189683545008,-23.460963447453935,-19.082526732657808,-20.634495856013995,-28.393214600447127,-28.374318525239588,-23.717093256564695,-19.82519367529901,,-16.896564655899642,-18.428219635680577,-21.807412077518823,-17.29994115398825,,,,,,,,,-15.602704951178367,-12.750038191554607,-12.57349800499149,-15.23238649836871,-15.205796948052173,-14.605773863176811,-12.433461911687326,-12.092312377988875,,-12.47482000138097,-11.231775825247034,-11.431021579862326,-11.443175667200645,горох,"{""type"":""Polygon"",""coordinates"":[[[72.092067,50.85500797731903],[72.09198736867121,50.85500081419464],[72.0919140760648,50.85497989501247],[72.09185295631939,50.85494688495635],[72.0918088745778,50.854904411649024],[72.09178533971814,50.85485585598642],[72.09178422505602,50.85480508301191],[72.09180561924714,50.854756134254885],[72.09184781925254,50.85471290602484],[72.09190746591973,50.85467883926874],[72.09197981138107,50.85465664567795],[72.09205909698203,50.85464809184457],[72.09213901165613,50.854653858646216],[72.0922131942649,50.854673487050604],[72.09227573992278,50.854705414652805],[72.09232167001035,50.85474710003773],[72.0923473284678,50.85479522506988],[72.09235067282499,50.85484595901033],[72.09233143679992,50.85489526343931],[72.09229115151693,50.85493921371378],[72.09223302364894,50.854974311372345],[72.09216168017741,50.854997762618865],[72.09208280008365,50.85500770071564],[72.092067,50.85500797731903]]]}"
17,18,,,,,,,,,-15.094382780155435,-26.821481323772858,-22.718932207513888,-20.740522999073633,-23.9260442563953,-20.9670845495688,-22.101939436362173,-18.63613704808756,,-18.3045696984793,-20.701538969867755,-22.641348895283695,-16.474860527557112,,,,,,,,,-11.290562375929857,-14.006609822494617,-10.945423205440868,-14.19839220869523,-11.74838467565364,-12.188477594636398,-11.292313106488352,-11.170405005991746,,-12.901432327701107,-16.863937898735937,-16.203297164368145,-12.21561007962129,ячмень,"{""type"":""Polygon"",""coordinates"":[[[72.093392,50.85394297731902],[72.09331237048958,50.853935814194635],[72.09323907955678,50.85391489501247],[72.09317796120703,50.85388188495636],[72.09313388047204,50.85383941164903],[72.09311034614979,50.853790855986425],[72.0931092315131,50.85374008301192],[72.09313062521566,50.853691134254895],[72.09317282425745,50.853647906024854],[72.09323246956262,50.85361383926875],[72.09330481337199,50.85359164567795],[72.09338409716248,50.85358309184457],[72.09346401001176,50.853588858646226],[72.09353819092661,50.853608487050614],[72.09360073515629,50.853640414652816],[72.09364666419505,50.853682100037744],[72.09367232206658,50.8537302250699],[72.0936756663474,50.85378095901035],[72.09365643076157,50.85383026343932],[72.09361614639847,50.85387421371379],[72.09355801985781,50.853909311372355],[72.0934866780154,50.853932762618875],[72.09340779972285,50.85394270071564],[72.093392,50.85394297731902]]]}"
18,19,,,,,,,,,-26.57326724302155,-22.907631860400823,-22.662654907877297,-20.609524870926087,-27.44145133382251,-28.426444027042802,-23.342025978815133,-20.01588088803768,,-22.0441171000706,-26.010532092173865,-23.68118649053593,-22.460252641728786,,,,,,,,,-16.199549009050205,-11.910395331665924,-12.859241787966333,-15.002711579637156,-14.678650780377893,-16.696435887293774,-12.86614070199029,-12.88056776294579,,-12.67453248171086,-15.012641447195731,-14.84111153666077,-13.119085898195998,гербицидный пар,"{""type"":""Polygon"",""coordinates"":[[[72.071386,50.848690977319045],[72.07130637945518,50.84868381419466],[72.07123309677431,50.8486628950125],[72.07117198530592,50.8486298849564],[72.07112790953398,50.848587411649085],[72.07110437786142,50.84853885598651],[72.07110326335018,50.84848808301199],[72.07112465464397,50.84843913425495],[72.07116684893451,50.84839590602489],[72.07122648752417,50.848361839268776],[72.07129882318834,50.84833964567797],[72.07137809805228,50.84833109184457],[72.07145800190416,50.84833685864624],[72.07153217446695,50.84835648705064],[72.07159471165474,50.84838841465286],[72.07164063552233,50.8484301000378],[72.07166629050496,50.848478225069975],[72.07166963440918,50.84852895901042],[72.07165040098906,50.848578263439386],[72.07161012116158,50.84862221371384],[72.07155200116541,50.848657311372385],[72.07148066735547,50.84868076261889],[72.07140179794393,50.84869070071566],[72.071386,50.848690977319045]]]}"
19,20,,,,,,,,,-20.82748242895251,-23.96522284729113,-19.92476550194721,-16.39630516439629,-19.790406887406203,-18.958126508564185,-18.177324588423883,-15.259324355800128,,-16.179361661970145,-19.854374823774936,-19.235578475582205,-19.251971361936565,,,,,,,,,-15.496093703567128,-13.254284057594447,-11.673266668577453,-12.153899697317417,-11.51561843685581,-12.923053610495428,-11.837515063240344,-9.855423858794955,,-9.779518418926125,-11.110723095023577,-13.186350142065029,-9.807263684196961,залежь,"{""type"":""Polygon"",""coordinates"":[[[72.076389,50.84118697731904],[72.07630939226047,50.84117981419467],[72.07623612136554,50.841158895012526],[72.07617501972561,50.841125884956455],[72.07613095104224,50.841083411649166],[72.07610742315417,50.84103485598659],[72.07610630882208,50.84098408301209],[72.07612769667548,50.840935134255034],[72.07616988417998,50.84089190602495],[72.07622951317809,50.840857839268814],[72.07630183720872,50.84083564567798],[72.07638109932311,50.840827091844574],[72.07646099032432,50.84083285864624],[72.07653515095816,50.840852487050654],[72.07659767808823,50.84088441465291],[72.07664359456993,50.84092610003788],[72.07666924542647,50.84097422507006],[72.07667258879282,50.841024959010525],[72.07665335846589,50.84107426343947],[72.07661308511649,50.841118213713905],[72.07655497446767,50.841153311372416],[72.07648365213022,50.8411767626189],[72.07640479540316,50.84118670071566],[72.076389,50.84118697731904]]]}"
20,23,,,,,,,,,-26.1411298797425,-22.945373830757294,-18.844446252161763,-20.180804097224996,-29.634578355280052,-22.944343075239335,-24.88422159027769,-20.224234709036775,,-19.98286575454165,-21.07911938899067,-20.861129904743205,-17.00955100192492,,,,,,,,,-16.297204924959587,-13.478999860353207,-11.541475599030575,-13.208292129030266,-14.862803149128341,-12.634702570409887,-11.483484221454638,-9.183109340439756,,-8.882741146353613,-12.496587657738495,-14.394702884210538,-12.809549453059043,пшеница,"{""type"":""Polygon"",""coordinates"":[[[72.055886,50.841452977319044],[72.05580639180664,50.841445814194664],[72.05573312049401,50.84142489501253],[72.05567201850576,50.84139188495645],[72.05562794957117,50.84134941164916],[72.05560442154896,50.84130085598659],[72.05560330721055,50.84125008301208],[72.05562469518587,50.84120113425503],[72.05566688293085,50.84115790602494],[72.0557265122689,50.84112383926881],[72.05579883671183,50.84110164567797],[72.05587809927808,50.84109309184457],[72.05595799073471,50.84109885864625],[72.05603215179131,50.841118487050664],[72.05609467927785,50.841150414652894],[72.05614059602131,50.84119210003787],[72.05616624702408,50.84124022507005],[72.05616959040948,50.841290959010514],[72.05615035997295,50.84134026343946],[72.05611008639394,50.84138421371389],[72.05605197541384,50.84141931137241],[72.05598065266982,50.8414427626189],[72.05590179549321,50.84145270071564],[72.055886,50.841452977319044]]]}"
21,24,,,,,,,,,-31.294566187666117,-24.48015624482677,-21.62920506201059,-20.03328611230159,-30.91160333367556,-26.36235438741495,-22.640693955450857,-20.233031661450266,,-21.327602446019995,-21.448026309313946,-20.16169662498343,-17.4384710615685,,,,,,,,,-16.50036051733686,-12.970912762488497,-12.814745798905538,-14.013205002780753,-14.423233732169283,-17.52466568308718,-12.973960426650676,-10.067418718556098,,-11.528698734033892,-12.997569648900459,-17.02237920103076,-12.760083623519362,пшеница,"{""type"":""Polygon"",""coordinates"":[[[72.06137499999998,50.837323977319045],[72.06129539885039,50.837316814194665],[72.06122213402081,50.83729589501255],[72.06116103743884,50.83726288495648],[72.06111697240344,50.837220411649206],[72.06109344646295,50.83717185598665],[72.06109233222307,50.83712108301213],[72.06111371830596,50.83707213425508],[72.06115590231816,50.837028906024976],[72.06121552638024,50.836994839268826],[72.06128784442396,50.83697264567799],[72.06136709997712,50.83696409184457],[72.06144698436503,50.83696985864625],[72.06152113885993,50.83698948705067],[72.06158366081407,50.83702141465294],[72.0616295734948,50.83706310003792],[72.06165522222794,50.83711122507011],[72.06165856531749,50.837161959010565],[72.06163933658239,50.837211263439514],[72.06159906656679,50.83725521371393],[72.06154096072832,50.837290311372435],[72.06146964429493,50.83731376261891],[72.06139079409563,50.83732370071566],[72.06137499999998,50.837323977319045]]]}"
22,25,,,,,,,,,-24.260088777770623,-22.139491464764156,-18.970596386601745,-16.83311250377386,-29.839381466658338,-21.083160909220044,-23.45168118354992,-20.098134572513562,,-17.925003192295275,-18.702210162013483,-22.841983417733406,-17.13827575985997,,,,,,,,,-16.117988138343573,-13.622171012547827,-10.78189757190192,-13.267594980926935,-15.58066511992067,-12.73378106808891,-14.382159075036212,-13.606973635502895,,-13.60191697643968,-16.086341232347028,-16.465255321595606,-13.996267343100646,ячмень,"{""type"":""Polygon"",""coordinates"":[[[72.055555,50.86746797731904],[72.05547534738892,50.86746081419463],[72.0554020351943,50.86743989501244],[72.0553408991141,50.86740688495626],[72.05529680559134,50.8673644116489],[72.05527326444188,50.86731585598627],[72.05527214948201,50.86726508301176],[72.05529354939101,50.86721613425476],[72.05533576067481,50.86717290602475],[72.05539542328307,50.867138839268705],[72.0554677880793,50.867116645677946],[72.05554709486988,50.86710809184457],[72.05562703090176,50.86711385864621],[72.05570123333639,50.86713348705057],[72.0557637957101,50.867165414652725],[72.05580973807295,50.86720710003761],[72.05583540338795,50.86725522506974],[72.05583874863909,50.867305959010196],[72.05581950747315,50.86735526343919],[72.05577921142363,50.867399213713696],[72.05572106802045,50.8674343113723],[72.05564970548167,50.86745776261886],[72.05557080430637,50.86746770071565],[72.055555,50.86746797731904]]]}"
23,26,,,,,,,,,-23.863508761559533,-21.29709924725662,-20.41764105867421,-18.965916881968557,-30.931913273083758,-30.985824587625366,-26.490326348333106,-21.342171762451585,,-19.167381232951932,-21.75530834841267,-22.64447803341255,-18.85264714362259,,,,,,,,,-14.119707482086163,-10.83461774054508,-10.499507944780394,-13.714804168804703,-18.353424548817305,-19.18832586977777,-13.560332714119632,-11.886190686390513,,-14.074152317857866,-13.881187549538538,-17.397095794997462,-14.326611294477104,пшеница,"{""type"":""Polygon"",""coordinates"":[[[72.051951,50.866175977319045],[72.05187134959641,50.86616881419465],[72.05179803943359,50.866147895012446],[72.05173690504772,50.86611488495629],[72.05169281274694,50.86607241164892],[72.0516692722499,50.8660238559863],[72.0516681573209,50.86597308301179],[72.05168955663682,50.86592413425478],[72.05173176675078,50.86588090602478],[72.05179142770554,50.86584683926873],[72.05186379049627,50.86582464567796],[72.05194309508896,50.865816091844586],[72.0520230289055,50.86582185864622],[72.0520972292837,50.86584148705059],[72.05215978992358,50.86587341465276],[72.05220573101316,50.86591510003764],[72.05223139561686,50.86596322506976],[72.05223474077528,50.86601395901022],[72.05221550014258,50.86606326343921],[72.05217520520982,50.86610721371371],[72.05211706341802,50.866142311372315],[72.05204570285697,50.86616576261887],[72.05196680386837,50.866175700715665],[72.051951,50.866175977319045]]]}"
24,27,,,,,,,,,-15.345679222277353,-23.44417069430935,-22.575730990260354,-18.264965549996987,-28.41287660047168,-22.686395817464877,-23.40152763759277,-18.396390912634565,,-18.13478565368226,-17.758731429302028,-21.634062623616277,-16.951809078561965,,,,,,,,,-7.152214410631218,-11.018831887186215,-9.605681182380497,-10.603904090747445,-13.91658260168951,-13.654411390287066,-11.38886623778189,-10.547707839367824,,-11.047567438308965,-15.52911895691849,-13.70919902038422,-13.03746617282583,ячмень,"{""type"":""Polygon"",""coordinates"":[[[72.038876,50.87949497731903],[72.03879632683183,50.87948781419462],[72.03872299571654,50.879466895012385],[72.03866184385815,50.87943388495618],[72.03861773895568,50.879391411648776],[72.03859419173077,50.879342855986124],[72.03859307648325,50.879292083011606],[72.03861448191533,50.87924313425463],[72.03865670409319,50.87919990602466],[72.03871638209931,50.87916583926865],[72.03878876557157,50.87914364567793],[72.03886809282973,50.87913509184457],[72.03894804949158,50.8791408586462],[72.03902227107646,50.87916048705053],[72.03908484959643,50.87919241465265],[72.03913080381624,50.87923410003749],[72.03915647575512,50.87928222506959],[72.03915982186975,50.87933295901004],[72.03914057573812,50.87938226343906],[72.03910026928894,50.8794262137136],[72.03904211087995,50.879461311372246],[72.03897072992366,50.87948476261884],[72.03889180838523,50.87949470071565],[72.038876,50.87949497731903]]]}"
25,28,,,,,,,,,-21.40544167779572,-26.847599634958158,-22.22733906228745,-21.58855805544118,-24.616907641282726,-24.09385132595082,-21.74882053546052,-19.931152909312082,,-19.803036287222344,-18.75184060813183,-20.9619717483141,-19.150717997384902,,,,,,,,,-11.396724920320278,-15.85882725388257,-13.541315134911992,-14.730646374261202,-14.381960777168846,-13.720546663578478,-14.355393201154268,-10.710605370251104,,-10.726753014711603,-13.801443782066235,-19.302826991674326,-16.433285430604553,пшеница,"{""type"":""Polygon"",""coordinates"":[[[72.033827,50.877637977319026],[72.03374733000683,50.87763081419462],[72.03367400181378,50.877609895012384],[72.03361285239228,50.877576884956184],[72.03356874924737,50.87753441164878],[72.03354520296081,50.87748585598614],[72.03354408775773,50.87743508301162],[72.03356549233678,50.87738613425464],[72.03360771283207,50.877342906024666],[72.03366738846005,50.87730883926864],[72.03373976904781,50.87728664567793],[72.03381909314483,50.877278091844566],[72.03389904662042,50.877283858646194],[72.03397326524761,50.877303487050526],[72.03403584127383,50.877335414652656],[72.03408179366237,50.877377100037506],[72.0341074645782,50.87742522506961],[72.03411081055945,50.87747595901006],[72.03409156519476,50.87752526343906],[72.03405126035179,50.8775692137136],[72.03399310426042,50.87760431137225],[72.03392172614865,50.877627762618836],[72.03384280775525,50.87763770071564],[72.033827,50.877637977319026]]]}"
26,29,,,,,,,,,-27.50525091674756,-22.877318141141227,-21.420286619096473,-20.585539569858526,-26.95309696762847,-23.476160773752888,-22.394856439851875,-18.48711731202896,,-17.869868816711904,-20.118936020027984,-19.014789830578327,-19.236640247597666,,,,,,,,,-13.923811497450204,-14.570551414292444,-13.397292352087911,-13.683864184490174,-14.791986232299983,-13.698167275215724,-11.972240420490035,-10.57532268939256,,-11.315615370564322,-13.802245911058856,-15.396034063343407,-14.841278505865995,пшеница,"{""type"":""Polygon"",""coordinates"":[[[72.023873,50.882342977319034],[72.02379332196183,50.88233581419462],[72.0237199863642,50.88231489501237],[72.02365883076794,50.882281884956164],[72.02361472316957,50.88223941164875],[72.0235911745054,50.882190855986096],[72.02359005918974,50.88214008301158],[72.02361146593024,50.88209113425461],[72.02365369068892,50.88204790602464],[72.02371337234281,50.88201383926865],[72.02378576023943,50.88199164567792],[72.0238650923464,50.88198309184457],[72.0239450538955,50.88198885864621],[72.02401928001711,50.88200848705053],[72.02408186236215,50.88204041465263],[72.02412781939088,50.882082100037465],[72.02415349289896,50.88213022506957],[72.02415683921815,50.882180959010014],[72.02413759191013,50.882230263439034],[72.0240972829973,50.88227421371358],[72.0240391210334,50.882309311372246],[72.02396773571398,50.88233276261883],[72.0238888093515,50.88234270071565],[72.023873,50.882342977319034]]]}"
27,30,,,,,,,,,-19.86816329272145,-27.079462206411165,-22.331863706140403,-20.80906412914929,-25.080924876847586,-26.63821253605573,-23.41050434568489,-20.39441493668879,,-21.103767797766455,-20.020612173726356,-21.26827508500848,-19.92627517274651,,,,,,,,,-11.024928873183717,-16.506071574184524,-13.454867515905917,-14.997989816399683,-14.731270333780238,-15.46564996574979,-11.589095888479774,-11.245590499672755,,-11.929831961521586,-14.680934730279022,-14.080389698568096,-14.450393647881619,пшеница,"{""type"":""Polygon"",""coordinates"":[[[72.017858,50.894033977319026],[72.01777830196227,50.8940268141946],[72.01770494795707,50.89400589501232],[72.01764377701055,50.89397288495608],[72.0175996583411,50.89393041164862],[72.01757610376622,50.893881855985946],[72.01757498817075,50.89383108301143],[72.01759640028452,50.89378213425448],[72.0176386356418,50.89373890602455],[72.01769833227597,50.893704839268594],[72.01777073834212,50.893682645677906],[72.01785009036158,50.89367409184456],[72.01793007198117,50.89367985864619],[72.01800431673368,50.893699487050476],[72.01806691478706,50.89373141465254],[72.01811288335121,50.89377310003735],[72.01813856330352,50.893821225069416],[72.01814191046277,50.89387195900986],[72.01812265832375,50.89392126343889],[72.01808233929327,50.893965213713486],[72.01802416273054,50.89400031137219],[72.01795275949311,50.894023762618815],[72.01787381331972,50.894033700715646],[72.017858,50.894033977319026]]]}"
28,31,,,,,,,,,-17.385242435165626,-27.82251430493987,-21.410526641365163,-19.596058729375912,-24.22090381480129,-25.471617514853797,-24.23751088340658,-18.91321803156256,,-20.207921072427848,-21.73827973423381,-20.712476028159532,-24.413946154774823,,,,,,,,,-13.840917033742382,-16.004788919965513,-12.833141802505882,-13.11640039439788,-16.143422813179818,-15.827170220888876,-12.595548659414561,-10.606137283299345,,-10.304450041178052,-14.55164118385277,-14.03608753074325,-14.072992454469501,гербиц пар,"{""type"":""Polygon"",""coordinates"":[[[72.012203,50.89136397731903],[72.01212330653095,50.8913568141946],[72.01204995673078,50.89133589501235],[72.01198878929085,50.891302884956104],[72.01194467315048,50.89126041164866],[72.01192111992586,50.891211855985986],[72.0119200043943,50.891161083011475],[72.0119414152806,50.891112134254506],[72.01198364821674,50.89106890602457],[72.01204334142884,50.891034839268606],[72.01211574334432,50.89101264567791],[72.01219509081498,50.891004091844565],[72.01227506784969,50.89100985864619],[72.01234930834616,50.891029487050496],[72.01241190281112,50.89106141465257],[72.01245786874013,50.89110310003738],[72.01248354722033,50.89115122506946],[72.01248689418767,50.8912019590099],[72.01246764315223,50.891251263438924],[72.01242732643304,50.891295213713505],[72.01236915320526,50.8913303113722],[72.01229775406101,50.89135376261883],[72.01221881241322,50.89136370071565],[72.012203,50.89136397731903]]]}"
29,32,,,,,,,,,-20.919522669672798,-23.26507881935258,-19.267011949368207,-20.879721509217976,-25.162198593526522,-25.281705623283244,-22.048031341436978,-19.320858795263494,,-18.653249685767644,-19.634044898534448,-21.172768569416235,-17.76308609354541,,,,,,,,,-13.51224255671304,-12.672916632637241,-11.285840776633492,-13.956244503911513,-15.933072619819905,-14.443194071007573,-12.009868905510485,-10.61858382427804,,-10.670504333159478,-14.745580114416793,-19.06570401518234,-14.806592082425158,пшеница,"{""type"":""Polygon"",""coordinates"":[[[72.02954799999999,50.85676697731905],[72.02946836566767,50.856759814194646],[72.0293950702968,50.85673889501248],[72.02933394824609,50.85670588495634],[72.02928986484183,50.85666341164901],[72.02926632909451,50.85661485598641],[72.02926521439036,50.85656408301189],[72.02928660938842,50.85651513425488],[72.02932881098555,50.85647190602484],[72.02938845990246,50.85643783926875],[72.02946080809252,50.85641564567797],[72.02954009668393,50.856407091844574],[72.02962001437224,50.85641285864624],[72.029694199779,50.85643248705061],[72.02975674779597,50.856464414652805],[72.02980267961593,50.85650610003773],[72.02982833904117,50.85655422506988],[72.02983168352452,50.85660495901033],[72.02981244677395,50.8566542634393],[72.02977215997149,50.85669821371378],[72.02971402991103,50.85673331137235],[72.02964268374856,50.85675676261887],[72.02956380067958,50.85676670071566],[72.02954799999999,50.85676697731905]]]}"
